lat,long,url
47.3847395,8.4954228,https://www.home.ch/en/rent/detail/apartment/subcategory-maisonette/at-Zrich/2.5+rooms/108158034/
47.3845163,8.5424935,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108158207/
47.3971105,8.5393776,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108157597/
47.3438778,8.5307884,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108157324/
47.3570176,8.5576668,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108156973/
47.3839477,8.4845134,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108155514/
47.3616530,8.5998590,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108154406/
47.3663590,8.5668690,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108154368/
47.3755130,8.4966798,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108154178/
47.4058880,8.5480255,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108155496/
47.4040970,8.4923815,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108147032/
47.3718012,8.4838646,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108146720/
47.4238324,8.5553651,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108146621/
47.4238324,8.5553651,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108145275/
47.4238324,8.5553651,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108145276/
47.4072107,8.5684051,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108145126/
47.3788928,8.5112761,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108145139/
47.3581256,8.5901077,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108142604/
47.3660124,8.5215106,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108142605/
47.4007623,8.5918524,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108140223/
47.3838367,8.5550097,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108138617/
47.3735130,8.5434984,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108132664/
47.4052089,8.4868255,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/108128880/
47.4094595,8.5242887,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108122888/
47.3251525,8.5093833,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108122553/
47.4097486,8.5254117,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108117037/
47.4155983,8.5465978,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108116966/
47.3832268,8.5331973,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108115834/
47.4072041,8.4905033,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108112944/
47.3957239,8.5404617,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108109970/
47.3491108,8.5281690,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108100880/
47.4072041,8.4905033,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108101533/
47.3345000,8.5121830,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108100828/
47.4035072,8.5809663,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108097178/
47.3804438,8.5458405,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/108096786/
47.4034865,8.5812441,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/108097193/
47.4100775,8.5236123,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108097637/
47.3567827,8.5894697,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108097272/
47.4100775,8.5236123,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108096797/
47.3697307,8.5259423,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108095536/
47.4097486,8.5254117,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108089917/
47.4057909,8.5719392,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108088805/
47.3810857,8.4955552,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108085069/
47.3636709,8.5641329,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/108085007/
47.3598086,8.5818701,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108071088/
47.3838103,8.4976223,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108065954/
47.3657139,8.5636299,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/108065574/
47.4095925,8.5444190,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108060682/
47.4128848,8.5177593,https://www.home.ch/en/rent/detail/apartment/subcategory-attic/at-Zrich/2.5+rooms/108059039/
47.3773150,8.5282319,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/108059058/
47.4093485,8.5236637,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108055512/
47.3694851,8.5281485,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108054615/
47.3325191,8.5296032,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108049521/
47.3444437,8.5337247,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108048220/
47.3904068,8.5438098,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/108040309/
47.3605611,8.5867183,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108039703/
47.3766759,8.4849269,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108010096/
47.4052883,8.5718225,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/108005586/
47.3852668,8.4848572,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/108005650/
47.4192705,8.5022905,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/108005091/
47.4031103,8.4841477,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107990691/
47.4087499,8.5289649,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107990676/
47.4086500,8.5290688,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107983019/
47.3470398,8.5677127,https://www.home.ch/en/rent/detail/apartment/subcategory-maisonette/at-Zrich/2.5+rooms/107979046/
47.4090031,8.5552059,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107976008/
47.3242128,8.5098275,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107971366/
47.3818573,8.5578421,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107971173/
47.3543569,8.5317983,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107959471/
47.3550971,8.5958147,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107950203/
47.3908999,8.5089195,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107950028/
47.4247091,8.5535659,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107932440/
47.4113630,8.5287797,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107932378/
47.4294178,8.5425110,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107930628/
47.3846031,8.4796973,https://www.home.ch/en/rent/detail/apartment/subcategory-studio/at-Zrich/2.5+rooms/107929542/
47.3597816,8.5809693,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.5+rooms/107921015/
47.3615226,8.5904326,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107905181/
47.3576146,8.5899378,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/2.0+rooms/107904240/
47.3624887,8.5506043,https://www.home.ch/en/rent/detail/apartment/subcategory-flat/at-Zrich/3.0+rooms/107904258/
